## L1Farm (2025)
# Subset RG-L1 HG38 (HC)

## L1Farm site:
# https://github.com/ferrasa/l1farm/

## Reference:
# A comprehensive identification and annotation of mobile LINE-1 retrotransposons across human reference and personal genomes. (Unpublished)

## Genome Assembly:
# Genome Reference Consortium Human Build 38 (GCA_000001405.15), including patch release 12 (GRCh38.p12, GCA_000001405.27).

## Columns description:
# (01)	Chromosome name. 
# (02)	Starting position of the feature in the chromosome.
# (03)	Ending position of the feature in the chromosome.
# (04)	Name of the L1 subfamily.
# (05)	Name of the L1 subfamily region.
# (06)	Strand.
# (07)	Number of mismatches (in bp).
# (08)	Number of deletions (in bp).
# (09)	Number of insertions (in bp).
# (10)	Locus length (in bp).
# (11)	Sequence identity (0.70 - 1.00) or (0.99 - 1.00).
# (12)	Sequence similarity (0.90 - 1.00).

chr7	49685397	49686303	L1HS	5UTR	-	1	0	0	906	0.998896	1
chrX	11707248	11708154	L1HS	5UTR	+	1	0	0	906	0.998896	1
chr7	96851777	96852683	L1HS	5UTR	-	1	0	0	906	0.998896	1
chrX	11940410	11941316	L1HS	5UTR	-	1	0	0	906	0.998896	1
chr4	21159390	21160296	L1HS	5UTR	+	2	0	0	906	0.997792	1
chr3	109199872	109200778	L1HS	5UTR	+	2	0	0	906	0.997792	1
chr4	87352242	87353148	L1HS	5UTR	-	2	0	0	906	0.997792	1
chr5	109259387	109260293	L1HS	5UTR	+	2	0	0	906	0.997792	1
chr2_GL582966v2_alt	29083	29987	L1HS	5UTR	-	1	0	2	904	0.998896	0.997792
chr8	134075870	134076774	L1HS	5UTR	-	1	0	2	904	0.998896	0.997792
chr14_KI270725v1_random	53583	54489	L1HS	5UTR	-	3	0	0	906	0.996689	1
chr6_GL000253v2_alt	1206980	1207886	L1HS	5UTR	+	3	0	0	906	0.996689	1
chr17_GL383565v1_alt	158732	159638	L1HS	5UTR	+	3	0	0	906	0.996689	1
chr17	70458956	70459862	L1HS	5UTR	+	3	0	0	906	0.996689	1
chr4	90680853	90681759	L1HS	5UTR	-	3	0	0	906	0.996689	1
chr11	95436217	95437121	L1HS	5UTR	+	2	0	2	904	0.997792	0.997792
chr5	104518588	104519492	L1HS	5UTR	+	2	0	2	904	0.997792	0.997792
chr6	133025842	133026748	L1HS	5UTR	-	4	0	0	906	0.995585	1
chr8	128458116	128459022	L1HS	5UTR	-	4	0	0	906	0.995585	1
chr7	141925808	141926714	L1HS	5UTR	-	4	0	0	906	0.995585	1
chrX	119440591	119441497	L1HS	5UTR	-	4	0	0	906	0.995585	1
chrX	141426342	141427248	L1HS	5UTR	-	4	0	0	906	0.995585	1
chr2	4733729	4734635	L1HS	5UTR	+	4	0	0	906	0.995585	1
chr10	105382473	105383379	L1HS	5UTR	-	4	0	0	906	0.995585	1
chr7	113781249	113782154	L1HS	5UTR	-	3	0	1	905	0.996689	0.998896
chr4	136298644	136299548	L1HS	5UTR	-	3	0	2	904	0.996689	0.997792
chr9	112803258	112804162	L1HS	5UTR	-	3	0	2	904	0.996689	0.997792
chr1	67084017	67084919	L1HS	5UTR	-	2	0	4	902	0.997792	0.995585
chr12	126304137	126305041	L1HS	5UTR	-	3	0	2	904	0.996689	0.997792
chr1	84057503	84058407	L1HS	5UTR	-	3	0	2	904	0.996689	0.997792
chr7	111248642	111249548	L1HS	5UTR	-	5	0	0	906	0.994481	1
chr6	128998385	128999291	L1HS	5UTR	+	5	0	0	906	0.994481	1
chr4	93643434	93644340	L1HS	5UTR	-	5	0	0	906	0.994481	1
chrX	81841153	81842059	L1HS	5UTR	+	5	0	0	906	0.994481	1
chr3	159100490	159101396	L1HS	5UTR	-	5	0	0	906	0.994481	1
chr21_GL383579v2_alt	157202	158108	L1HS	5UTR	-	5	0	0	906	0.994481	1
chr5	34147843	34148749	L1HS	5UTR	+	5	0	0	906	0.994481	1
chr15	82888016	82888922	L1HS	5UTR	-	5	0	0	906	0.994481	1
chrX	155521143	155522050	L1HS	5UTR	-	4	1	0	907	0.995585	0.998896
chr2	169248622	169249532	L1HS	5UTR	+	3	4	0	910	0.996689	0.995585
chr16	33957704	33958614	L1HS	5UTR	-	3	4	0	910	0.996689	0.995585
chr2	175487092	175487996	L1HS	5UTR	-	4	0	2	904	0.995585	0.997792
chr12_GL383551v1_alt	76931	77835	L1HS	5UTR	-	4	0	2	904	0.995585	0.997792
chr6	86004169	86005075	L1HS	5UTR	-	6	0	0	906	0.993377	1
chr3	89465952	89466858	L1HS	5UTR	-	6	0	0	906	0.993377	1
chr20	23426109	23427014	L1HS	5UTR	+	3	1	2	905	0.996689	0.998896
chr18	62906292	62907199	L1HS	5UTR	+	5	1	0	907	0.994481	0.998896
chr5	173407923	173408830	L1HS	5UTR	-	5	1	0	907	0.994481	0.998896
chr2_GL383521v1_alt	20195	21103	L1HS	5UTR	+	2	4	2	908	0.997792	0.997792
chr7	70197328	70198234	L1HS	5UTR	+	4	1	1	906	0.995585	1
chr3	116359998	116360902	L1HS	5UTR	+	5	0	2	904	0.994481	0.997792
chr9_GL383541v1_alt	143531	144441	L1HS	5UTR	-	4	4	0	910	0.995585	0.995585
