## L1Farm (2025)
# Subset AF-L1 Caucasian (HC)

## L1Farm site:
# https://github.com/ferrasa/l1farm/

## Reference:
# A comprehensive identification and annotation of mobile LINE-1 retrotransposons across human reference and personal genomes. (Unpublished)

## Genome Assembly:
# Diploid genome sequence of Dr J. Craig Venter - HuRef+HuRefPrime including unplaced scaffolds shorter than 3 Kbp (GCA_000252825.1).

## Columns description:
# (01)	Chromosome name. 
# (02)	Starting position of the feature in the chromosome.
# (03)	Ending position of the feature in the chromosome.
# (04)	Name of the L1 subfamily.
# (05)	Name of the L1 subfamily region.
# (06)	Strand.
# (07)	Number of mismatches (in bp).
# (08)	Number of deletions (in bp).
# (09)	Number of insertions (in bp).
# (10)	Locus length (in bp).
# (11)	Sequence identity (0.70 - 1.00) or (0.99 - 1.00).
# (12)	Sequence similarity (0.90 - 1.00).

CM000495.1	132201068	132207087	L1HS	.	-	10	0	0	6019	0.998339	1
CM000494.1	84014554	84020573	L1HS	.	-	10	0	0	6019	0.998339	1
CM000466.1	103768634	103774653	L1HS	.	+	10	0	0	6019	0.998339	1
CM000466.1	132201044	132207063	L1HS	.	-	11	0	0	6019	0.998172	1
CM000495.1	103769082	103775102	L1HS	.	+	10	1	0	6020	0.998339	0.999834
CM000502.1	123751573	123757590	L1HS	.	-	11	0	2	6017	0.998172	0.999668
CM000473.1	123751990	123758007	L1HS	.	-	11	0	2	6017	0.998172	0.999668
CM000465.1	132943207	132949224	L1HS	.	-	11	0	2	6017	0.998172	0.999668
CM000468.1	135916901	135922920	L1HS	.	-	13	0	0	6019	0.99784	1
CM000465.1	84014126	84020145	L1HS	.	-	13	0	0	6019	0.99784	1
CM000495.1	104653745	104659764	L1HS	.	-	15	0	0	6019	0.997508	1
CM000466.1	104653331	104659350	L1HS	.	-	15	0	0	6019	0.997508	1
CM000503.1	39606280	39612296	L1HS	.	+	11	0	3	6016	0.998172	0.999502
CM000474.1	39607027	39613043	L1HS	.	+	11	0	3	6016	0.998172	0.999502
CM000493.1	89523770	89529788	L1HS	.	-	14	0	1	6018	0.997674	0.999834
CM000464.1	89523582	89529600	L1HS	.	-	14	0	1	6018	0.997674	0.999834
CM000494.1	132944065	132950082	L1HS	.	-	16	0	2	6017	0.997342	0.999668
CM000493.1	106292482	106298501	L1HS	.	+	18	0	0	6019	0.997009	1
CM000470.1	85158078	85164096	L1HS	.	-	15	1	2	6018	0.997508	0.999834
CM000497.1	135917129	135923149	L1HS	.	-	17	1	0	6020	0.997176	0.999834
CM000464.1	106292203	106298222	L1HS	.	+	19	0	0	6019	0.996843	1
CM000477.1	69422902	69428919	L1HS	.	+	15	1	3	6017	0.997508	0.999668
CM000506.1	69423736	69429753	L1HS	.	+	16	1	3	6017	0.997342	0.999668
CM000497.1	105252202	105258221	L1HS	.	-	21	0	0	6019	0.996511	1
CM000496.1	67918784	67924803	L1HS	.	+	22	0	0	6019	0.996345	1
CM000499.1	85157411	85163429	L1HS	.	-	19	1	2	6018	0.996843	0.999834
CM000494.1	142947300	142953323	L1HS	.	+	20	4	0	6023	0.996677	0.999335
CM000468.1	105251623	105257642	L1HS	.	-	23	0	0	6019	0.996179	1
CM000467.1	67918676	67924695	L1HS	.	+	23	0	0	6019	0.996179	1
CM000497.1	30361600	30367620	L1HS	.	+	22	1	0	6020	0.996345	0.999834
CM000465.1	142946318	142952341	L1HS	.	+	21	4	0	6023	0.996511	0.999335
CM000468.1	30361138	30367158	L1HS	.	+	23	1	0	6020	0.996179	0.999834
CM000493.1	156208972	156214991	L1HS	.	-	26	0	0	6019	0.99568	1
CM000464.1	156208909	156214928	L1HS	.	-	26	0	0	6019	0.99568	1
CM000493.1	113454952	113460968	L1HS	.	+	21	1	4	6016	0.996511	0.999502
CM000495.1	150582424	150588447	L1HS	.	-	25	4	0	6023	0.995846	0.999335
CM000467.1	2290384	2296404	L1HS	.	-	27	1	0	6020	0.995514	0.999834
CM000483.1	12023856	12029876	L1HS	.	+	27	1	0	6020	0.995514	0.999834
CM000501.1	74685171	74691177	L1HS	.	-	19	1	14	6006	0.996843	0.99784
